X,Y,toponyme,numero,topo_actue
6.63102290622256,46.524518348957,Les Petites Roches,"18",Rue du Valentin
6.6312156893046,46.5244649866983,Les Petites Roches,17A,Rue du Valentin
6.63136193853927,46.5243841808927,Les Petites Roches,"17",Rue du Valentin
6.63159460777623,46.5242988010429,Les Petites Roches,"16",Rue du Valentin
6.6300332690713,46.5239333087428,,"90",
6.63050908569055,46.5242344225104,,"91",
6.62738703665255,46.5226859363087,Les Jumelles,"21",
6.62709777332311,46.5227682945809,Les Jumelles,"22",
6.62681599094184,46.5228403579668,Les Jumelles,"23",
6.62920999027171,46.5231260652846,Rue de la Halle de St Laurent,"5",Rue de l'Ale
6.62916569464104,46.52313216091,Rue de la Halle de St Laurent,"6",Rue de l'Ale
6.62911253988423,46.5231480095328,Rue de la Halle de St Laurent,"7",Rue de l'Ale
6.62901154584631,46.523133380035,Rue de la Halle de St Laurent,"8",Rue de l'Ale
6.62896725021563,46.52319433625,Rue de la Halle de St Laurent,"9",Rue de l'Ale
6.62889283355611,46.5232174995937,Rue de la Halle de St Laurent,"10",Rue de l'Ale
6.62882373237226,46.5232418820502,Rue de la Halle de St Laurent,"11",Rue de l'Ale
6.62875108753796,46.5232735792272,Rue de la Halle de St Laurent,"12",Rue de l'Ale
6.62869438913071,46.5232894278088,Rue de la Halle de St Laurent,"13",Rue de l'Ale
6.62864477802435,46.5233052763858,Rue de la Halle de St Laurent,"14",Rue de l'Ale
6.62859871056846,46.5233211249581,Rue de la Halle de St Laurent,"15",Rue de l'Ale
6.62854555581165,46.5233406308869,Rue de la Halle de St Laurent,"16",Rue de l'Ale
6.62849594470531,46.5233552603289,Rue de la Halle de St Laurent,"17",Rue de l'Ale
6.6284427899485,46.5233662324079,Rue de la Halle de St Laurent,"18",Rue de l'Ale
6.62835242686193,46.5233991486314,Rue de la Halle de St Laurent,"19",Rue de l'Ale
6.62823391789598,46.5232780360168,Rue de la Halle de St Laurent,"20",Rue de l'Ale
6.62809798114086,46.5233643737499,Rue de la Halle de St Laurent,"21",Rue de l'Ale
6.62800387107964,46.5233715685548,Rue de la Halle de St Laurent,"22",Rue de l'Ale
6.62804221221567,46.5234938800924,Rue de la Halle de St Laurent,"23",Rue de l'Ale
6.62797598661703,46.5235022740113,Rue de la Halle de St Laurent,"24",Rue de l'Ale
6.62790801823947,46.5235298540216,Rue de la Halle de St Laurent,"25",Rue de l'Ale
6.62781565095716,46.5235442435866,Rue de la Halle de St Laurent,"26",Rue de l'Ale
6.62772676923267,46.5235526374978,Rue de la Halle de St Laurent,"27",Rue de l'Ale
6.62766577197077,46.5235526374978,Rue de la Halle de St Laurent,"28",Rue de l'Ale
6.62756120523608,46.5235610314077,Rue de la Halle de St Laurent,"29",Rue de l'Ale
6.62719216684052,46.5241106612567,Ancienne Route d'Yverdon,"39",
6.62746761705193,46.5239124095308,Ancienne Route d'Yverdon,"40",
6.62754735263941,46.5240470711592,Ancienne Route d'Yverdon,40a,
6.62760534215764,46.5237964506387,Rue de la Halle de St Laurent,"42",Rue de l'Ale
6.62772377334015,46.5237619857046,Rue de la Halle de St Laurent,"43",Rue de l'Ale
6.6277732629646,46.5237461760687,Rue de la Halle de St Laurent,"44",Rue de l'Ale
6.62795708156971,46.5236975310063,Rue de la Halle de St Laurent,"45",Rue de l'Ale
6.6280295485198,46.5236719923311,Rue de la Halle de St Laurent,"46",Rue de l'Ale
6.62812499279554,46.5236452375157,Rue de la Halle de St Laurent,"47",Rue de l'Ale
6.62827169418228,46.5237206374163,Rue de la Tour,"48",Rue de la Tour
6.62822397204445,46.5236160504292,Rue de la Halle de St Laurent,"49",Rue de l'Ale
6.62828760156159,46.5235990246216,Rue de la Halle de St Laurent,"50",Rue de l'Ale
6.62835123107875,46.5235795665491,Rue de la Halle de St Laurent,"51",Rue de l'Ale
6.62840602316297,46.5235552439488,Rue de la Halle de St Laurent,"52",Rue de l'Ale
6.62849263000576,46.5235442987751,Rue de la Halle de St Laurent,"53",Rue de l'Ale
6.62860751663395,46.5235090309781,Rue de la Halle de St Laurent,"54",Rue de l'Ale
6.62873477566827,46.5234713308941,Rue de la Halle de St Laurent,"55",Rue de l'Ale
6.62879663769884,46.523425117852,Rue de la Halle de St Laurent,"56",Rue de l'Ale
6.629173112342,46.5233132334822,Rue de la Tour,"57",Rue de la Tour
6.62930037137626,46.5234786276865,Rue de la Tour,"57",Rue de la Tour
6.62936400089342,46.5234616018357,Rue de la Tour,"58",Rue de la Tour
6.6294523752228,46.5234445759796,Rue de la Tour,"59",Rue de la Tour
6.62953367960583,46.5234239017187,Rue de la Tour,"60",Rue de la Tour
6.629577141015,46.5234099468544,Rue de la Tour,"61",Rue de la Tour
6.62963052849039,46.5233987955553,Rue de la Tour,"64",Rue de la Tour
6.629682962618,46.523386332336,Rue de la Tour,"65",Rue de la Tour
6.62879406885319,46.5237643350652,Rue de la Tour,"70",Rue de la Tour
6.62900707578319,46.5237026254735,Rue de la Tour,"71",Rue de la Tour
6.62951530284423,46.5235714923585,Rue de la Tour,"72",Rue de la Tour
6.62964422809134,46.5235367805986,Rue de la Tour,72bis,Rue de la Tour
6.62975446852002,46.5234994975725,Rue de la Tour,"73",Rue de la Tour
6.62987591983976,46.5234545007828,Rue de la Tour,73bis,Rue de la Tour
6.63015432363422,46.5234275026911,Rue de la Tour,"74",Rue de la Tour
6.63043810625083,46.5234261385237,Rue Neuve,"14",Rue Neuve
6.63075921859865,46.5234308195383,Rue Neuve,14a,Rue Neuve
6.63074833343436,46.5232473234626,Rue Neuve,13B,Rue Neuve
6.6309034470261,46.5232304717512,Rue Neuve,13A,Rue Neuve
6.63110618321181,46.5231977045194,Rue de Chaucrau,"13",Rue Chaucrau
6.63107063086058,46.523146062114,Rue de Chaucrau,"12",Rue Chaucrau
6.63103771201683,46.5230944196596,Rue de Chaucrau,"11",Rue Chaucrau
6.6310153272031,46.5230364350909,Rue de Chaucrau,"10",Rue Chaucrau
6.63080332984933,46.5231496861442,Rue de Chaucrau,"7",Rue Chaucrau
6.63067411241478,46.5225777357105,Rue de Chaucrau,"1",Rue Chaucrau
6.63074372479634,46.5226882696745,Rue de Chaucrau,"2",Rue Chaucrau
6.63080262758074,46.5227785389115,Rue de Chaucrau,"3",Rue Chaucrau
6.63086420776443,46.5228467012973,Rue de Chaucrau,"4",Rue Chaucrau
6.63094720714245,46.5229471024935,Rue de Chaucrau,"5",Rue Chaucrau
6.6308173532768,46.5229894735849,Rue de Chaucrau,"6",Rue Chaucrau
6.63086688516377,46.5225998425213,Rue de Chaucrau,"36",Rue Chaucrau
6.6309030300542,46.5226606362045,Rue de Chaucrau,"35",Rue Chaucrau
6.63092846534746,46.5227122186703,Rue de Chaucrau,"34",Rue Chaucrau
6.63094854584214,46.5227435365721,Rue de Chaucrau,"33",Rue Chaucrau
6.63097264243576,46.5227693277717,Rue de Chaucrau,"32",Rue Chaucrau
6.63099673902938,46.5227905133908,Rue de Chaucrau,"31",Rue Chaucrau
6.63103377272859,46.5228258588646,Rue de Chaucrau,"30",Rue Chaucrau
6.63106124934413,46.5228612043153,Rue de Chaucrau,"29",Rue Chaucrau
6.6310994776788,46.5228981937158,Rue de Chaucrau,"28",Rue Chaucrau
6.63113531674255,46.522936005077,Rue de Chaucrau,"27",Rue Chaucrau
6.6311711558063,46.5229746383972,Rue de Chaucrau,"26",Rue Chaucrau
6.63121894122464,46.5230124497052,Rue de Chaucrau,"25",Rue Chaucrau
6.63129539789398,46.5230913601762,Rue de Chaucrau,"24",Rue Chaucrau
6.6317182988463,46.523268908317,Rue Chacrau / Place de la Riponne,"23",
6.63194975475422,46.5222810701586,Descente de St laurent,"1",Rue Saint-Laurent
6.63184406970924,46.5222698038387,Descente de St laurent,"2",Rue Saint-Laurent
6.63174582727305,46.5222698038387,Descente de St laurent,"3",Rue Saint-Laurent
6.63167437822856,46.5222636585723,Descente de St laurent,"4",Rue Saint-Laurent
6.63160523399194,46.5222606850561,Descente de St laurent,"5",Rue Saint-Laurent
6.63152888723068,46.5222646497444,Descente de St laurent,"6",Rue Saint-Laurent
6.63143957592506,46.5222636585724,Descente de St laurent,"7",Rue Saint-Laurent
6.63128832290748,46.5222666320885,Descente de St laurent,"8",Rue Saint-Laurent
6.63114062185493,46.5222698079963,Descente de St laurent,"9",Rue Saint-Laurent
6.63091880368658,46.5224762907533,Descente de St laurent,"10",Rue Saint-Laurent
6.63101219230631,46.5224715309083,Descente de St laurent,"11",Rue Saint-Laurent
6.6311297927904,46.5225893369494,Descente de St laurent,"12",
6.63128889932772,46.5225798172787,Descente de St laurent,"13",
6.63139093504182,46.5228285181258,Descente de St laurent,"14",
6.63105369835954,46.5223882335533,Descente de St laurent,"15",Rue Saint-Laurent
6.63113843988485,46.5223846636638,Descente de St laurent,"16",Rue Saint-Laurent
6.63126987572004,46.5223799038107,Descente de St laurent,"17",Rue Saint-Laurent
6.63142725283847,46.5223727640304,Descente de St laurent,"18",Rue Saint-Laurent
6.63154658274144,46.5224608212554,Descente de St laurent,"19",Rue Saint-Laurent
6.63170741869767,46.5223727640303,Descente de St laurent,"20",Rue Saint-Laurent
6.63189938419378,46.5223775238839,Descente de St laurent,"21",Rue Saint-Laurent
